"service","scenario","concurrency","requests","ok","failed","wall_ms","rps","min_ms","avg_ms","median_ms","p90_ms","p95_ms","p99_ms","max_ms","bytes_avg"
"spin","health","1","100","100","0","873.8152999976592","114.44066040073673","1.1071","8.697069","2.80715","16.4569","21.4777","26.1704","27.7966","27"
"spin","health","5","100","100","0","155.78350000214414","641.9165059112399","0.9389","7.665868","1.8415","23.8236","29.0413","32.1936","33.0421","27"
"spin","health","10","100","100","0","60.88079999972251","1642.5539743310828","1.5045","4.106626","3.13345","4.9842","14.3341","22.8955","24.2531","27"
"spin","health","25","100","100","0","35.94829999929061","2781.7727125336487","2.9562","7.227769","7.12115","9.1576","9.797","10.4715","16.3752","27"
"spin","health","50","100","100","0","31.836400001338916","3141.0586622794785","1.5975","4.753597","4.66955","6.3842","6.9126","7.4069","8.1439","27"
"spin","image-grayscale","1","100","100","0","5733.536599997024","17.44124211225091","31.5081","57.259089","57.23995","71.1348","75.6237","79.8148","85.1611","26277"
"spin","image-grayscale","5","100","100","0","1221.1868000013055","81.88755397609366","30.1929","59.760527","60.141949999999994","73.9499","76.8949","80.3118","81.0026","26277"
"spin","image-grayscale","10","100","100","0","619.4146999987424","161.44272972566364","33.2417","59.032207","56.89375","73.3091","75.5176","77.111","77.5523","26277"
"spin","image-grayscale","25","100","100","0","406.8202000016754","245.80883643336335","59.2058","89.80493","82.44534999999999","120.0426","121.5356","124.8251","127.5353","26277"
"spin","image-grayscale","50","100","100","0","418.35030000220286","239.03413000892658","61.3822","146.04994","140.72275000000002","203.5697","227.8296","242.2601","242.3283","26277"
"spin","image-metadata","1","100","100","0","3734.3046000023605","26.778747507618096","12.7269","37.267945","38.16645","49.1859","53.975","57.7093","58.1133","55"
"spin","image-metadata","5","100","100","0","623.3076999997138","160.43440502988477","12.7428","30.560059","33.081199999999995","45.4771","46.7519","47.7231","47.7527","55"
"spin","image-metadata","10","100","100","0","265.3165000010631","376.90833400711716","12.3094","24.951498","21.938850000000002","37.6215","40.1386","45.7063","47.1357","55"
"spin","image-metadata","25","100","100","0","172.3740999987058","580.1335583521586","24.8854","36.544224","33.25555","47.5411","48.8675","49.313","53.802","55"
"spin","image-metadata","50","100","100","0","169.25999999875785","590.8070424242815","24.3262","44.882197","45.7143","69.0271","73.5133","80.9018","82.2417","55"
"spin","image-resize","1","100","100","0","11191.480099998444","8.935368611343366","72.1022","111.836978","108.10525000000001","133.2959","151.7681","170.2456","181.4188","22304"
"spin","image-resize","5","100","100","0","2505.5915000011737","39.91073564862954","71.6283","123.92008","127.43100000000001","143.7499","146.3304","151.7763","154.1541","22304"
"spin","image-resize","10","100","100","0","1400.171400000545","71.41982760107875","104.688","135.2666","134.95875","151.2351","154.5719","157.2425","159.2722","22304"
"spin","image-resize","25","100","100","0","1216.2622999967425","82.21910684912936","146.0366","271.721208","271.20349999999996","354.8326","356.3508","390.0225","451.1329","22304"
"spin","image-resize","50","100","100","0","1195.185799999308","83.6689994141981","162.5754","483.505844","461.8736","756.4935","798.882","999.6913","1033.4908","22304"
"spin","json-to-csv","1","100","100","0","1177.7627000010398","84.90674734385094","1.108","11.733466","14.486650000000001","17.4126","25.1638","26.7611","27.8471","65"
"spin","json-to-csv","5","100","100","0","108.79120000026887","919.1919934677883","1.0512","4.944374","2.36095","17.015","20.7228","24.8761","25.7475","65"
"spin","json-to-csv","10","100","100","0","44.08729999704519","2268.2269044986238","1.3669","3.502131","3.10655","5.1299","5.3155","6.2541","20.1851","65"
"spin","json-to-csv","25","100","100","0","30.90650000012829","3235.5653341395796","1.7412","5.289047","5.1003","7.8936","8.4276","9.1383","9.3166","65"
"spin","json-to-csv","50","100","100","0","34.27970000120695","2917.1783882729173","2.2577","4.442849","4.4144","5.7145","6.4181","6.9129","6.9301","65"
"spin","validate-json","1","100","100","0","1121.402799999487","89.17402382091944","1.094","11.162944","14.7057","16.9541","18.1404","28.3438","28.4947","39"
"spin","validate-json","5","100","100","0","113.63840000194614","879.9842306675158","0.9919","5.524361","2.19095","19.4467","24.9984","27.3666","27.4725","39"
"spin","validate-json","10","100","100","0","43.68829999657464","2288.942348588534","1.4627","3.343947","3.21585","4.4073","4.6784","7.4086","11.7384","39"
"spin","validate-json","25","100","100","0","31.456500000786036","3178.9932127700536","2.0325","5.087256","5.06865","7.337","7.5571","9.2206","10.177","39"
"spin","validate-json","50","100","100","0","32.129200000781566","3112.433549468005","2.145","4.466807","4.31495","5.7394","6.4606","7.0505","7.1086","39"
"spin","validate-json-schema","1","100","100","0","1183.1538000005821","84.51986546461737","1.4558","11.785419","14.62965","17.5369","24.0169","27.3731","27.5095","35"
"spin","validate-json-schema","5","100","100","0","106.7070999997668","937.14476356511","0.9407","4.693901","1.8933","15.5691","21.9665","26.1764","27.8692","35"
"spin","validate-json-schema","10","100","100","0","62.32530000124825","1604.4848560375513","1.7101","4.115677","3.94895","5.307","5.8113","6.4225","23.8218","35"
"spin","validate-json-schema","25","100","100","0","32.44350000022678","3082.281504748286","2.5094","4.921381","4.65415","6.9026","7.4401","8.554","9.2756","35"
"spin","validate-json-schema","50","100","100","0","33.530599997902755","2982.3504502232204","2.1862","4.972892","4.75745","6.8765","7.2879","7.9164","18.9372","35"
